term,Stunting,Underweight,Wasting
sum_e1_d,"0.88 (0.82, 0.93)","0.99 (0.92, 1.05)","1.03 (0.95, 1.12)"
sum_e2_d,"0.92 (0.84, 1)","1 (0.91, 1.1)","0.92 (0.81, 1.04)"
