term,estimate,std.error,statistic,p.value,model
factor(sdist)166,0.4424183173398397,0.1971403827067457,2.2441790528425365,0.02483700228184214,m6a
factor(sdist)167,0.3115828583048102,0.1877862345677817,1.6592422709894847,0.097090187066437,m6a
factor(sdist)168,0.48046522315148266,0.1863607695375401,2.5781457349836647,0.009943696170525,m6a
factor(sdist)169,0.356878010626183,0.18250993429862866,1.955389507960962,0.0505576930823601,m6a
factor(sdist)170,0.6413979713737926,0.18789222865063776,3.4136482172788125,6.428742493552193e-4,m6a
factor(sdist)171,0.4133087491802444,0.1994372711492227,2.072374670986142,0.038249430073694364,m6a
factor(sdist)172,0.46653430629398046,0.18437808787375617,2.530313182407103,0.011407333196719431,m6a
factor(sdist)173,0.17986859770237001,0.189538266853029,0.9489830243190047,0.3426462157022496,m6a
factor(sdist)174,0.3190756284349949,0.18341540957863456,1.7396337045399641,0.08194612401537048,m6a
factor(sdist)175,0.2933208764083023,0.19661531144026337,1.4918516480717754,0.13576138284999942,m6a
factor(sdist)176,0.21086130164242692,0.18229759893169548,1.1566872129864634,0.24742062176849125,m6a
factor(sdist)177,0.17263282808941777,0.1886421304933326,0.9151340034060914,0.36013761418292267,m6a
factor(sdist)178,0.281875877733597,0.19051652739618405,1.4795350386973454,0.13902068331756276,m6a
factor(sdist)180,0.3566609048186744,0.18884540009868792,1.8886396207283234,0.05896152982120576,m6a
factor(sdist)181,0.42582753702939086,0.18215440128885715,2.3377285095303364,0.019415850840628072,m6a
factor(sdist)182,0.2633455754415698,0.18481483680671712,1.4249157697062038,0.1542046437424276,m6a
factor(sdist)183,0.10986868334799707,0.1898214699061406,0.5788000872731778,0.5627337184757473,m6a
factor(sdist)184,0.25357923996034637,0.18284869543863186,1.3868255354627526,0.16551784275656412,m6a
factor(sdist)185,0.5248896443123078,0.17878943799887376,2.935797831165028,0.0033325155494751055,m6a
factor(sdist)186,0.3775770702867945,0.1838056415006937,2.0542191589117764,0.03997367583771197,m6a
factor(sdist)187,0.32518691866927046,0.2039512182331343,1.5944347941945265,0.11086206951984265,m6a
factor(sdist)188,0.28830075884372625,0.19840808097694085,1.453069640229184,0.14622763852997925,m6a
factor(sdist)189,0.34510119436822406,0.18586082341214938,1.8567721159986286,0.0633653269029714,m6a
factor(sdist)190,0.48376672075541216,0.19288267178809007,2.5080880323293164,0.012150264935610909,m6a
factor(sdist)191,0.21996276138780094,0.20037163044260448,1.0977739757964802,0.2723227568536291,m6a
factor(sdist)192,0.10541378105922115,0.21809229023261548,0.4833448305155018,0.6288587443070408,m6a
factor(sdist)193,0.508207451698995,0.2011299649304513,2.52676149908706,0.011523280852379742,m6a
factor(sdist)194,0.2557548801681857,0.1970510169627782,1.2979120032478508,0.19433972664387097,m6a
factor(sdist)195,0.43984081220590054,0.19138917371099792,2.2981488643138737,0.021568513703971854,m6a
factor(sdist)196,0.22796569408781656,0.19217004055585765,1.186270728925377,0.23553625737938377,m6a
factor(sdist)197,0.505696251572507,0.2017764495073401,2.506220387994839,0.012214606845039274,m6a
factor(sdist)198,0.17354363728011563,0.18928912781731744,0.916817776494814,0.35925449635303286,m6a
factor(sdist)199,0.1356492435613581,0.19411916396734943,0.6987936728605225,0.4846930085638361,m6a
factor(sdist)200,0.5893473877517734,0.19040946310734594,3.0951580774087932,0.0019711004108689963,m6a
factor(sdist)201,0.2393920986382802,0.18851895094542598,1.269856942433238,0.2041574578529929,m6a
factor(sdist)202,0.29973228269783825,0.17852028415193844,1.6789816581444403,0.09317873668087635,m6a
factor(sdist)245,-1.1466710478669817,0.29690676583653436,-3.8620576551572943,1.1296031932327049e-4,m6a
factor(sdist)246,-0.5755731796776914,0.2749037596313559,-2.0937261114563555,0.03630297267689822,m6a
factor(sdist)247,-0.688645385708642,0.23924471429479113,-2.8784142117351483,0.004003067164736537,m6a
factor(sdist)248,-0.6140201038848896,0.30559997388137755,-2.0092282603506675,0.04453277875250188,m6a
factor(sdist)249,-0.32978631896203675,0.25926589114534165,-1.2720004066295096,0.2033948625382031,m6a
factor(sdist)252,-0.7068074202925722,0.23468770625285715,-3.0116934183635675,0.0026027520325210803,m6a
factor(sdist)253,0.043108634330497206,0.22192016067128928,0.19425289797960366,0.8459807848161065,m6a
factor(sdist)255,-1.0690899950090718,0.33736303826209707,-3.1689600630715704,0.0015332636405728374,m6a
factor(sdist)257,-0.5786675808109027,0.28657902336210617,-2.019225182715934,0.04348352429801781,m6a
factor(sdist)258,-1.299287493313062,0.29462272079506474,-4.410004394117409,1.0416714896229545e-5,m6a
factor(sdist)260,-0.5464897271442263,0.3102351806389085,-1.7615337049098283,0.07817072251425077,m6a
factor(sdist)346,0.506674335622941,0.1806909309935013,2.804093890252654,0.005053018685032219,m6a
factor(sdist)347,0.4062915053556804,0.18163797574721988,2.2368202667106583,0.025314333426531596,m6a
factor(sdist)348,0.21970606249784835,0.18266981460049428,1.2027496878909838,0.2290942713335077,m6a
factor(sdist)349,0.25569500202921336,0.1902867790448513,1.3437349841785124,0.17905666052052666,m6a
factor(sdist)350,0.28666867455675366,0.19054213211271187,1.5044896967311137,0.13247869387375039,m6a
factor(sdist)351,0.3091350634658489,0.1852670272906584,1.6685919129088127,0.09522144792423011,m6a
factor(sdist)352,0.44536699272251834,0.17538084018284306,2.5394278659983702,0.011114503125763064,m6a
factor(sdist)353,0.6168011917624856,0.17449694812229408,3.534739136699445,4.095423371650483e-4,m6a
factor(sdist)354,0.07065551054996017,0.19524236266974443,0.3618861684719268,0.71744275452491,m6a
factor(sdist)355,0.3529415153837313,0.20137631908561618,1.7526465722798141,0.07968536690748701,m6a
factor(sdist)356,0.5526097176604399,0.18333550241731142,3.014199161505447,0.002581364711712734,m6a
factor(sdist)357,0.48114004472859034,0.21440846020390575,2.2440347935478795,0.024846284284342324,m6a
factor(sdist)358,0.43081352647183485,0.18233771839705992,2.3627230298763102,0.01815530631850312,m6a
factor(sdist)359,0.4049875793398868,0.18451115401460216,2.194921935764578,0.028186147330283087,m6a
factor(sdist)360,0.28046526853323406,0.18391241124055613,1.5249937002151936,0.1272840697488697,m6a
factor(sdist)361,0.4126857383091228,0.1852280652168845,2.2279870916208453,0.025897769448767313,m6a
factor(sdist)362,0.4640618984441548,0.1780520370891636,2.6063273750233216,0.009161937131057181,m6a
factor(sdist)363,0.5144795302121153,0.1801447539476588,2.855922911646918,0.004297733561023863,m6a
factor(sdist)364,0.407408937906925,0.20913908038562254,1.9480287335859048,0.05143219992439035,m6a
factor(sdist)365,0.36477579029412216,0.20353910573629122,1.7921656331080278,0.07312879962692041,m6a
factor(sdist)366,0.3029635432444936,0.20343592097502133,1.489233276957478,0.1364492865666623,m6a
factor(sdist)367,0.41344254809706127,0.1864233592384003,2.21776149612424,0.026587665017710097,m6a
factor(sdist)368,0.7315771080156348,0.17740883138033747,4.123679200880621,3.750974620788813e-5,m6a
factor(sdist)369,0.4904598787806432,0.22750738303648574,2.1557976371342082,0.031117065632845817,m6a
factor(sdist)370,0.18364590711469267,0.20132798116995482,0.9121727941019013,0.36169403457009286,m6a
factor(sdist)371,0.16182074735832017,0.2181807531181265,0.7416820459442994,0.45829288916177946,m6a
factor(sdist)372,0.3177038610068295,0.21714207968849,1.4631151247266514,0.14345913655966797,m6a
factor(sdist)373,0.3298714374885566,0.20635173939286328,1.5985881120223078,0.10993553111654308,m6a
factor(sdist)374,0.33447349717777397,0.19935030295611592,1.6778178523832163,0.09340578677954062,m6a
factor(sdist)375,0.3556770187584658,0.1808162240618556,1.9670636338296275,0.04919630101453598,m6a
factor(sdist)376,0.548798515913195,0.1960139892333646,2.7997925967407484,0.005120799075759159,m6a
factor(sdist)377,0.0731553842999525,0.21338852934702604,0.3428271637834035,0.7317338214281526,m6a
factor(sdist)378,0.30872326598100047,0.19283513840726482,1.6009699711936407,0.10940694426631127,m6a
factor(sdist)379,-0.22668284191176577,0.25326431252671516,-0.8950445471382965,0.3707792161239113,m6a
factor(sdist)380,-0.5551852182399863,0.25438200794210597,-2.182486185761767,0.029090825904652673,m6a
factor(sdist)381,-0.139441031083649,0.2689454828502972,-0.518473222178139,0.6041366272351318,m6a
factor(sdist)382,-0.036707534360897034,0.20286310036267333,-0.18094732011525147,0.8564116392509226,m6a
factor(sdist)383,0.2794749668346144,0.2001359051808983,1.3964259265822558,0.16260920680882499,m6a
factor(sdist)384,0.26297789237669245,0.20066481522882654,1.310533149903772,0.19003780919917168,m6a
factor(sdist)385,-0.13000498700312238,0.2294840410066673,-0.5665099256263545,0.5710565953472355,m6a
factor(sdist)386,-0.2384547037550909,0.2424323959105687,-0.9835925716918413,0.3253334877080061,m6a
factor(sdist)387,-0.5866990531189834,0.27687869246317715,-2.118975093025658,0.03411076144079909,m6a
factor(sdist)388,-0.18202876676960106,0.22430507246676717,-0.8115231847758159,0.4170795768488893,m6a
factor(sdist)389,0.25935022770866156,0.20024624275325495,1.2951565240014766,0.19528836396515326,m6a
factor(sdist)390,0.20408217257233038,0.1973895721665114,1.0339055418802636,0.30119882513788676,m6a
factor(sdist)391,0.4284303482682912,0.19085063801412566,2.2448462982690227,0.024794109111413824,m6a
factor(sdist)392,0.33333828591939885,0.19368418937185736,1.7210402511452154,0.08526640839866963,m6a
factor(sdist)393,0.40012554556828095,0.19938954019357918,2.006752937891403,0.044795857993332536,m6a
factor(sdist)394,0.3590144602438896,0.1947079342353676,1.8438614823467046,0.06522520748562609,m6a
factor(sdist)395,0.3151248400837851,0.1814690301826365,1.7365213213881892,0.08249448581230326,m6a
factor(sdist)396,0.35913910542580624,0.1860952862815867,1.9298667505332803,0.05364425459574581,m6a
factor(sdist)397,0.47368769888213386,0.1819505236474006,2.6033873900802105,0.009240847403816909,m6a
factor(sdist)398,0.17382469478247495,0.19032019010804396,0.9133276647306595,0.3610865302591618,m6a
factor(sdist)399,0.34586293522673744,0.1870768046556745,1.848775083919772,0.06451212416924788,m6a
factor(sdist)400,0.2811362949768867,0.1923203142994208,1.4618127887373848,0.14381577059720577,m6a
factor(sdist)402,0.3510476516101029,0.19053402316948911,1.8424407660663797,0.06543259550977147,m6a
factor(sdist)403,0.16808727343714175,0.20414449310183977,0.8233740273037369,0.41030985772850614,m6a
factor(sdist)404,0.2668856613422283,0.2009283223002764,1.328263025773849,0.1841136606810049,m6a
factor(sdist)405,0.3190227362751671,0.22066649126834179,1.4457235189697155,0.14827795420247047,m6a
factor(sdist)407,0.1742545509647509,0.18658395623522472,0.9339203352782902,0.35036167443373045,m6a
factor(sdist)408,0.3645955203498412,0.19264572377514738,1.8925700150779912,0.0584364251379639,m6a
factor(sdist)411,0.036942062510565254,0.21830281155982623,0.16922394286452525,0.8656230304746099,m6a
factor(sdist)412,0.27978103401477444,0.20431888245925311,1.3693351815908184,0.17091728061386116,m6a
factor(sdist)413,0.5235442069375373,0.2013013835808121,2.600797856550059,0.009310853277564469,m6a
factor(sdist)415,0.38768125617226484,0.2038580218156524,1.901721858769152,0.05722877109593066,m6a
factor(sdist)417,0.48619579071789915,0.18338482100443873,2.651232463269853,0.00802921584731663,m6a
factor(sdist)418,0.359754525692769,0.17976621506254326,2.0012354688983423,0.045386979649743635,m6a
factor(sdist)419,0.2580943725917857,0.19307803804859644,1.336736043106182,0.1813313151910108,m6a
factor(sdist)420,0.26861650266950954,0.19403820265183563,1.3843485406401665,0.16627461561576634,m6a
factor(sdist)421,0.4457552328665874,0.19693193770074863,2.2634989431929653,0.023620739411940813,m6a
factor(sdist)422,0.18405682554777117,0.2063452328366191,0.8919848693257889,0.3724169240792117,m6a
factor(sdist)423,0.36925607190234644,0.19771751280242614,1.8675941582945879,0.061840290454160445,m6a
factor(sdist)424,0.35561076134426145,0.21691121316851897,1.639430051354636,0.10114700349593736,m6a
factor(sdist)425,0.44796315847202417,0.19480071946455618,2.2995970430875676,0.02148623065113927,m6a
factor(sdist)426,0.5858597825096038,0.18583288974014991,3.1526162205668298,0.0016216821903676647,m6a
factor(sdist)427,0.5413844749748005,0.19288562409364873,2.806764254820518,0.005011347882973934,m6a
factor(sdist)428,0.46715314125236174,0.18783667840693707,2.4870176858659203,0.01289387190201,m6a
factor(sdist)429,0.36185262567147186,0.1963301154578985,1.8430826306373176,0.06533883255447903,m6a
factor(sdist)430,0.17973347733404627,0.20721199515887553,0.86738934778481,0.3857441175342178,m6a
factor(sdist)431,0.362855430865491,0.19307263759751497,1.87937263084327,0.06021513063131606,m6a
factor(sdist)432,0.26577414372367164,0.18978810271649882,1.4003730472013782,0.16142459521593203,m6a
factor(sdist)433,0.10684226919715431,0.19918434925048883,0.5363989168787171,0.5916917090558846,m6a
factor(sdist)434,0.20523017263613277,0.18706190476937115,1.0971243604578993,0.2726065811829737,m6a
factor(sdist)435,0.4826385163076936,0.1952694196071702,2.471654380284599,0.013461176165456673,m6a
factor(sdist)437,0.3943208825644646,0.193973457099216,2.032860002916648,0.04208617578492797,m6a
factor(sdist)438,0.14563965838610368,0.22736737330643728,0.6405477455633706,0.5218274196936834,m6a
factor(sdist)439,0.23564405111077183,0.21234777810833402,1.1097081081326534,0.2671445737610315,m6a
factor(sdist)440,0.5718997794516865,0.20132177521732697,2.8407248984086313,0.004507841428371154,m6a
factor(sdist)441,0.35807212205060257,0.19971649494007632,1.7929020943314666,0.07301093578766218,m6a
factor(sdist)442,0.20616412487734237,0.1990614973956084,1.035680568943066,0.3003697221608085,m6a
factor(sdist)443,0.36200601513600283,0.18460824659142988,1.9609417337524744,0.04990632704783302,m6a
factor(sdist)444,0.39305825701285113,0.2655767078420193,1.4800178080626911,0.13889180512093008,m6a
factor(sdist)445,0.26642656569987744,0.20418301284039544,1.304841974822539,0.19196888121366715,m6a
factor(sdist)446,0.057525915521520775,0.3969409166567181,0.1449231185488249,0.8847737343707882,m6a
factor(sdist)447,0.2673751968926678,0.1930218655526019,1.3852067802121792,0.16601211171300662,m6a
factor(sdist)448,0.45593450160405025,0.20617621735766026,2.2113826097271274,0.027026026694921636,m6a
factor(sdist)449,0.30949383252990464,0.20665474753138416,1.4976371761452156,0.13425089789792966,m6a
factor(sdist)450,0.636643961959062,0.2146583689013849,2.965847384462049,0.0030237797904629363,m6a
factor(sdist)451,0.27205822600134033,0.3286488776807822,0.8278081699873974,0.4077937649268767,m6a
factor(sdist)452,0.31879168345320036,0.19514387239751413,1.6336238465321207,0.10236115200494891,m6a
factor(sdist)453,0.36449407470779843,0.20421309991135728,1.784871170684027,0.07430463916975658,m6a
factor(sdist)454,0.38144158221066266,0.19648366734782952,1.9413398953685415,0.05223782373339107,m6a
factor(sdist)455,0.4348422982670829,0.19393679086721272,2.24218569525994,0.024965526210258562,m6a
factor(sdist)456,0.4133758382130165,0.19254466439678972,2.146908819873321,0.03181828164416231,m6a
factor(sdist)457,0.5886243775602805,0.20536632108918654,2.8662166923886834,0.0041605125130860215,m6a
factor(sdist)458,0.10480470636414357,0.20099813881962375,0.5214212777273305,0.602081876632538,m6a
factor(sdist)459,0.2640350685251641,0.18572432918657336,1.421650408869815,0.15515083974850563,m6a
factor(sdist)460,0.43292742383665667,0.1933156912760988,2.239484135917026,0.025140631212424103,m6a
factor(sdist)461,0.23844908912320556,0.19495904603149167,1.2230727118180962,0.2213235615968924,m6a
factor(sdist)462,0.31926175102323195,0.18843333923449565,1.6942954591805384,0.09023219475680426,m6a
factor(sdist)463,0.4084572943130529,0.21527544729719864,1.8973705521984443,0.05780034459391397,m6a
factor(sdist)464,0.3904123031197093,0.1850386309876113,2.109896193221664,0.03488563170874218,m6a
factor(sdist)465,0.0408688848698991,0.21856864381706123,0.18698420851302788,0.8516758212788104,m6a
factor(sdist)466,0.452327611066624,0.24781201276284637,1.8252852475698869,0.06798005615494414,m6a
factor(sdist)467,0.6106215208625164,0.19779157493812036,3.0871968184365337,0.0020246282039488354,m6a
factor(sdist)602,0.02552191473729177,0.24252290128839313,0.1052350710044603,0.9161908443963827,m6a
factor(sdist)603,0.08985585620319562,0.36440313992633433,0.24658364969456734,0.8052342048458372,m6a
factor(sdist)604,0.17598960925885165,0.24020699399872122,0.7326581392537994,0.46377966848077923,m6a
factor(sdist)605,-0.07701921037233057,0.2406169471862572,-0.3200905475403252,0.748904639537193,m6a
factor(sdist)606,0.20529100873450604,0.20820784622291566,0.9859907417452138,0.3241553083570976,m6a
factor(sdist)607,0.07111204553335318,0.23893157646344487,0.2976251468555179,0.7659938544346481,m6a
factor(sdist)608,-0.16360659679429285,0.24233022483471253,-0.6751390459274523,0.49959897919071994,m6a
factor(sdist)609,-0.29122309740726743,0.2529329001892568,-1.1513848028048548,0.249594333081372,m6a
factor(sdist)610,0.3677431753212547,0.3819988066114113,0.962681476896188,0.3357246199500711,m6a
factor(sdist)611,0.06646354844144599,0.2591796185861699,0.25643817520839796,0.7976164170335605,m6a
factor(sdist)612,0.236906300955746,0.2189424881326602,1.0820480893238102,0.27925046736484865,m6a
factor(sdist)613,0.6236811804364836,0.21172031556848328,2.945778626684254,0.0032269232576270907,m6a
factor(sdist)614,0.22435508071849924,0.2447576555173954,0.9166417297315299,0.35934676690653256,m6a
factor(sdist)615,0.05202869223836254,0.23794981579280436,0.21865405554113437,0.8269228430556177,m6a
factor(sdist)616,0.05012730133057481,0.20730959796171705,0.24179923082881863,0.8089394037745068,m6a
factor(sdist)617,-0.0637349859837457,0.2399684161072366,-0.26559739409732963,0.7905533441132789,m6a
factor(sdist)618,0.294293687352181,0.2038972084283587,1.4433433867025403,0.1489469425481729,m6a
factor(sdist)619,0.09994951710888916,0.2560172854525762,0.3904014407941353,0.6962458760221113,m6a
factor(sdist)620,-0.011968024741994267,0.24211207256265052,-0.04943175536567819,0.9605759524765796,m6a
factor(sdist)621,0.1285256896053728,0.20732046676080196,0.6199372961747216,0.5353095224475248,m6a
factor(sdist)622,0.4105200519062282,0.22883988502002245,1.793918275523996,0.07284856062064476,m6a
factor(sdist)623,0.18136464679840558,0.2498044258236678,0.7260265553758741,0.46783506466617086,m6a
factor(sdist)624,-0.015212566341396299,0.2379530097003183,-0.06393096838974738,0.9490261390560306,m6a
factor(sdist)625,0.14516407729747952,0.24427865557377532,0.594256084128636,0.5523507942368087,m6a
factor(sdist)626,0.05125367522000567,0.24039878261056322,0.21320272367200235,0.8311720599524273,m6a
factor(sdist)627,0.025701350284817508,0.2585824559789322,0.09939324842251288,0.9208275174559384,m6a
factor(sdist)628,0.2066675823371562,0.22183607772580297,0.9316229553634845,0.3515480581279957,m6a
factor(sdist)629,-0.026061292887130244,0.2746982028154318,-0.09487245500707074,0.924417542126111,m6a
factor(sdist)630,0.0047051586076323065,0.2554047168231923,0.018422363792480474,0.9853021837064363,m6a
factor(sdist)631,-0.11567808026726885,0.21695221405461657,-0.5331961269505529,0.5939065904648086,m6a
factor(sdist)632,-0.045215195516990214,0.24501623369854453,-0.1845395908445017,0.8535929404912577,m6a
factor(sdist)633,-0.024150031745354208,0.36591989890642207,-0.06599813734516301,0.9473802846664903,m6a
factor(sdist)634,-0.11322044861710424,0.23011710097864532,-0.49201231953470076,0.6227186264021011,m6a
factor(sdist)635,-0.2857376905159837,0.2609477855076147,-1.0949994841310717,0.2735363774075438,m6a
factor(sdist)636,0.8183781060148898,0.22277089250537757,3.6736312217949867,2.4005133084171226e-4,m6a
factor(sdist)637,-0.014335127446934158,0.2234643333889556,-0.06414950981006372,0.9488521286709619,m6a
factor(sdist)801,-0.8786912139877269,0.28490337520191766,-3.084172707202847,0.0020453081585127004,m6a
factor(sdist)802,-0.8965788068427903,0.3311361572096945,-2.7075835342107473,0.006786024169497038,m6a
factor(sdist)803,-0.6058445192010615,0.33068072721776015,-1.8321131814921294,0.0669565546924518,m6a
factor(sdist)804,-0.7517871680768828,0.2972056522797699,-2.5295184069016283,0.011433188968883151,m6a
factor(sdist)805,-0.902778076375598,0.31924943675934514,-2.8278141554126695,0.004693592653382418,m6a
factor(sdist)806,-0.31442267153523074,0.2186715249131664,-1.4378766126960825,0.15049222154380712,m6a
factor(sdist)807,-1.1294684139523268,0.28983358568075335,-3.896954907070075,9.787968802230749e-5,m6a
factor(sdist)808,-0.5458863663243813,0.23596839736990663,-2.3133876078695566,0.020716271477580962,m6a
factor(sdist)809,-0.5304517133555008,0.28165255799251543,-1.8833548579722001,0.059673749047045935,m6a
factor(sdist)822,0.40846422629239665,0.21429220680411898,1.9061086372859428,0.056657305108572024,m6a
factor(sdist)823,0.45639815113494264,0.19845561111555496,2.2997492918917533,0.0214775960329427,m6a
factor(sdist)824,0.4553191879804602,0.1816855863994165,2.5060831571938196,0.012219346447209938,m6a
factor(sdist)825,0.47619728161949415,0.18266305599649016,2.6069709554659166,0.0091447436589860015,m6a
factor(sdist)826,0.22326655474989854,0.19215917157450146,1.1618834163392326,0.24530334390169997,m6a
factor(sdist)827,0.1846656840370707,0.20397821921705692,0.9053206011204785,0.3653117051552469,m6a
factor(sdist)828,0.3970426175171631,0.19556107600868944,2.0302742530396034,0.042348214361900345,m6a
factor(sdist)829,0.2606683054529534,0.20306858646471862,1.283646623985548,0.19928763760080065,m6a
factor(sdist)830,-0.23140877443425018,0.24844766896492274,-0.9314185775955973,0.3516537234318755,m6a
factor(sdist)831,0.43164944911184433,0.18395429851961406,2.3465037380782916,0.018964839605742717,m6a
factor(sdist)832,0.31599648524991664,0.2114432141765897,1.4944744690931904,0.13507499849999086,m6a
factor(sdist)833,0.43856773438614877,0.19803752310646905,2.214568873144135,0.0268062905352238,m6a
factor(sdist)834,0.26169225575414223,0.19550099074512223,1.338572529769502,0.18073239198123478,m6a
factor(sdist)835,0.2976760283770236,0.18499805607321448,1.6090765205620101,0.10762296858846776,m6a
factor(sdist)836,0.253937223935748,0.19416389638753884,1.3078498560252696,0.1909464869075105,m6a
factor(sdist)837,0.13028138137653114,0.28370897397617223,0.45920782677629735,0.6460923165991199,m6a
factor(sdist)838,0.3542435121773844,0.19884313834394948,1.7815224358641468,0.07484959405891715,m6a
factor(sdist)839,0.13479163056087684,0.20249103094394943,0.6656671652691021,0.5056352265160964,m6a
factor(sdist)840,-0.11449115477949104,0.21553765260834978,-0.5311886503075692,0.5952967870916481,m6a
factor(sdist)841,0.008586612097604545,0.23819036496432333,0.03604936790323431,0.9712435270602431,m6a
factor(sdist)842,0.16925044482576826,0.21483780852409262,0.7878056753068581,0.430824198250115,m6a
factor(sdist)843,0.31281330900496124,0.2241753431074066,1.3953956963727563,0.16291947665743653,m6a
factor(sdist)844,0.028446269786475513,0.23499098271157012,0.12105260150084439,0.9036511712292655,m6a
factor(sdist)845,-0.05336375064631171,0.2488813967721336,-0.21441438106026678,0.8302271630419238,m6a
factor(sdist)846,-0.12865926770348135,0.21826440888399368,-0.589465173737341,0.5555591217852299,m6a
factor(sdist)847,-0.021291965470211914,0.21467381606569716,-0.09918287129947828,0.9209945456237907,m6a
factor(sdist)865,0.13385256206425947,0.21021071184276857,0.6367542400235876,0.5242957224487694,m6a
factor(sdist)866,-0.2001254412259768,0.24329223004010808,-0.8225722670756276,0.4107657884002154,m6a
factor(sdist)867,0.4361780705710208,0.3183305014807461,1.3702050810151556,0.17064565400157472,m6a
factor(sdist)868,0.26513979243843855,0.18986561238196475,1.3964603127028603,0.16259885858738235,m6a
factor(sdist)879,-0.0321867770227467,0.20937238275622194,-0.15372981192186486,0.8778250730951526,m6a
factor(sdist)880,0.08767937444832878,0.20143728258822316,0.4352688505412497,0.6633742432876062,m6a
factor(sdist)881,-0.3526042315457573,0.24184229962583034,-1.4579923863248647,0.14486587961899447,m6a
factor(sdist)882,-0.48322567316115994,0.26622401802932144,-1.8151092329616119,0.06952928150997137,m6a
factor(sdist)921,0.25622773459888853,0.18159870360882624,1.4109557475190868,0.1582806820892083,m6a
factor(sdist)922,0.47582966394415355,0.18398194805621224,2.586284518515766,0.009712038696894337,m6a
factor(sdist)923,0.0740040962848423,0.21530419687069946,0.3437187818929759,0.731063132281011,m6a
factor(sdist)924,0.0947171514032119,0.19632419848714794,0.4824527599404024,0.6294921633049224,m6a
factor(sdist)925,-0.01850267123559601,0.232550713122962,-0.07956402707659149,0.9365851847923737,m6a
factor(sdist)926,0.24333608710031546,0.2265322316299615,1.0741786515298313,0.28276179763268605,m6a
factor(sdist)927,0.19693726016206034,0.18945664857087255,1.0394845556892105,0.2985980343147479,m6a
factor(sdist)928,0.18829573849708728,0.18631639278942155,1.0106235725049852,0.31221472320946164,m6a
factor(sdist)929,0.054146648784354136,0.20490381659748258,0.26425397868855205,0.7915882494356584,m6a
factor(sdist)930,0.29442384155219425,0.1898711431463032,1.5506508080868775,0.1210088058317869,m6a
factor(c_measurementmonth)2,-0.005005024871094043,0.03874688061537821,-0.12917233056194988,0.897223212089062,m6a
factor(c_measurementmonth)3,0.037063636090657964,0.04774869080421429,0.7762230852073275,0.4376308623118036,m6a
factor(c_measurementmonth)4,0.09256651234255985,0.06381245120523185,1.450602673839467,0.1469137396417626,m6a
factor(c_measurementmonth)5,-0.226691080257517,0.4368712181823918,-0.5188968071658923,0.6038412011623298,m6a
factor(c_measurementmonth)10,-8.082545011622306,1.0169629043039283,-7.947728454416432,2.049415407507049e-15,m6a
factor(c_measurementmonth)11,0.11310324924774612,0.1040484408240303,1.0870249313877713,0.2770451790604798,m6a
factor(c_measurementmonth)12,0.05133958361702999,0.05020130081810247,1.0226743685995694,0.30648014022920117,m6a
c_sex,-0.04766670366258841,0.011685834368642376,-4.0790158544858945,4.548618803866116e-5,m6a
m_age_centered,-0.006416038492696825,0.001344198201312784,-4.773134264300258,1.8328065574444054e-6,m6a
m_eduyr_centered,-0.02938633582224436,0.0014117546510265355,-20.815469459141884,9.546307751649883e-95,m6a
m_height_centered,-0.031583863529356694,0.0011403554098064316,-27.696508700491773,2.8444890661183084e-164,m6a
m_casteOBC,0.1433173349447413,0.02238065503095541,6.403625575145787,1.567490384214966e-10,m6a
m_casteSchedule Caste,0.25284692307655404,0.023902819879679064,10.578121089868203,4.7589520535664e-26,m6a
m_casteSchedule Tribe,0.2711887294495412,0.028092646856090135,9.653370536381155,5.600556020206302e-22,m6a
hh_religionMuslim,0.10521054420522982,0.02414978521967745,4.356583019194034,1.3308273172836472e-5,m6a
hh_religionOther,-0.03864700248246571,0.043264049581103886,-0.8932821327790192,0.37172201056078225,m6a
"phase2:c_age3mo[3,6)",-0.119628721791755,0.09608679661477355,-1.2450068688559217,0.21315081370703445,m6a
"phase2:c_age3mo[6,9)",-0.0794807533465472,0.10240011177777233,-0.776178384639223,0.43765725051317506,m6a
"phase2:c_age3mo[9,12)",-0.10698746066531499,0.10738953715332515,-0.9962559063138888,0.3191436596781489,m6a
"phase2:c_age3mo[12,15)",-0.10006981704642903,0.09653188165213226,-1.0366504343823553,0.2999173480037929,m6a
"phase2:c_age3mo[15,18)",0.0010723776895128453,0.0961691309106277,0.011150955398665625,0.9911031738310592,m6a
"phase2:c_age3mo[18,21)",-0.0910927118397795,0.10132239691376088,-0.8990382641392877,0.36864829793842113,m6a
"phase2:c_age3mo[21,24)",0.01578342370775393,0.09302761615567709,0.16966385209034224,0.8652770432412292,m6a
"phase2:c_age3mo[24,27)",-0.07017007166522403,0.09495109573644935,-0.7390127635808578,0.4599120820550663,m6a
"phase2:c_age3mo[27,30)",-0.05233355159456853,0.09794312730749583,-0.5343259198806828,0.5931248519513392,m6a
"phase2:c_age3mo[30,33)",-0.06499328233732925,0.09463482035670058,-0.6867797930228482,0.492233289424733,m6a
"phase2:c_age3mo[33,36)",-0.01720207679347736,0.09311044628044231,-0.18474916060079746,0.8534285575385665,m6a
"phase2:c_age3mo[36,39)",-0.08961015050040404,0.09555335256476212,-0.9378022653854031,0.3483627961802528,m6a
"phase2:c_age3mo[39,42)",-0.07777883578954493,0.09389533389194656,-0.8283567730751321,0.4074831082438397,m6a
