term,Stunting,Underweight,Wasting
e2_p1_d,"0.96 (0.89, 1.05)","1.06 (0.97, 1.16)","0.92 (0.84, 1.01)"
e2_p2_d,"0.91 (0.86, 0.96)","0.99 (0.92, 1.05)","0.93 (0.88, 0.99)"
e2_p3_d,"1.02 (0.97, 1.07)","1.04 (0.98, 1.09)","0.91 (0.85, 0.97)"
e2_p4_d,"1.02 (0.98, 1.06)","1.06 (1.01, 1.1)","0.97 (0.92, 1.02)"
e2_p5_d,"0.97 (0.94, 1)","1.01 (0.97, 1.05)","0.95 (0.89, 1)"
