phase,c_age,variable,estimate,lci,uci,type
1,31,c_overweight,3.4038978014540997,1.7953301275157392,5.012465475392461,Proportion
1,32,c_stunting,38.02036690834158,33.650020358347284,42.390713458335874,Proportion
1,32,c_underweight,26.628439184013956,22.606491632654308,30.65038673537361,Proportion
1,32,c_wasting,14.412496175515038,11.232023227825696,17.59296912320438,Proportion
1,32,c_overweight,2.571478815444997,0.8597458435865426,4.2832117873034505,Proportion
1,33,c_stunting,39.9539493430397,35.02979454398748,44.87810414209192,Proportion
1,33,c_underweight,30.056721669691903,25.614773576929945,34.498669762453865,Proportion
1,33,c_wasting,11.473374848306026,8.512033554119549,14.434716142492501,Proportion
1,33,c_overweight,2.4601097267953675,1.1716830743376379,3.748536379253097,Proportion
1,34,c_stunting,45.835429953228015,41.09222213550978,50.578637770946244,Proportion
1,34,c_underweight,33.42466751219077,28.680374341418492,38.168960682963046,Proportion
1,34,c_wasting,17.421901097610967,13.69407804171819,21.149724153503744,Proportion
1,34,c_overweight,1.74599720915561,0.6796842729340199,2.8123101453772,Proportion
1,35,c_stunting,43.20271355425963,38.8828769636562,47.52255014486306,Proportion
1,35,c_underweight,30.50372249885507,26.526761681216783,34.480683316493355,Proportion
1,35,c_wasting,15.762414240498297,12.505746679146409,19.01908180185018,Proportion
1,35,c_overweight,1.9848655706369456,0.743348080542776,3.2263830607311155,Proportion
1,36,c_stunting,38.88755955138941,34.33719327722664,43.43792582555217,Proportion
1,36,c_underweight,29.721717097960397,25.365290652227664,34.07814354369314,Proportion
1,36,c_wasting,13.445206391463527,10.530380801084522,16.360031981842532,Proportion
1,36,c_overweight,1.4475321846097087,0.5749991333288131,2.3200652358906044,Proportion
1,37,c_stunting,37.41789390814303,33.30438615086908,41.531401665416986,Proportion
1,37,c_underweight,26.941148040628548,23.063526109505343,30.818769971751752,Proportion
1,37,c_wasting,16.07580443212557,12.927730981716115,19.223877882535024,Proportion
1,37,c_overweight,2.3752557638583505,1.0563130474729814,3.694198480243719,Proportion
1,38,c_stunting,38.71184496711528,34.70112312732968,42.722566806900886,Proportion
1,38,c_underweight,26.043288137883064,22.429157960345847,29.65741831542028,Proportion
1,38,c_wasting,14.28862263559034,11.468023103888195,17.109222167292483,Proportion
1,38,c_overweight,2.5092577078629352,1.282396298640414,3.736119117085457,Proportion
1,39,c_stunting,38.07449584338399,34.03562712955742,42.113364557210566,Proportion
1,39,c_underweight,27.676516801225777,23.901659418180447,31.451374184271103,Proportion
1,39,c_wasting,12.78632833788174,9.939792201050675,15.632864474712802,Proportion
1,39,c_overweight,2.615066774883383,1.2507645136969978,3.9793690360697673,Proportion
1,40,c_stunting,36.60732856007156,32.64692730262451,40.5677298175186,Proportion
1,40,c_underweight,25.350416357030653,21.828216576897123,28.872616137164187,Proportion
1,40,c_wasting,15.007332826429835,11.824820340152396,18.18984531270727,Proportion
1,40,c_overweight,3.2989733397351695,1.7209032915749416,4.877043387895396,Proportion
1,41,c_stunting,39.13280128419573,35.211014833770314,43.054587734621144,Proportion
1,41,c_underweight,28.670819468905773,24.915902323765803,32.42573661404574,Proportion
1,41,c_wasting,12.552280910557034,9.799507328920141,15.305054492193928,Proportion
1,41,c_overweight,2.749383162576203,1.481068023223332,4.017698301929073,Proportion
1,42,c_stunting,40.6737598782443,36.75067627409859,44.59684348239001,Proportion
1,42,c_underweight,29.450858961875888,25.885490432022973,33.0162274917288,Proportion
1,42,c_wasting,15.586790493328277,12.506849840397374,18.666731146259178,Proportion
1,42,c_overweight,1.0914851216957444,0.36489410471980294,1.8180761386716857,Proportion
1,43,c_stunting,42.870315219874726,38.584772603171366,47.155857836578086,Proportion
1,43,c_underweight,31.611941907350783,27.704912719667295,35.51897109503427,Proportion
1,43,c_wasting,12.004056231230601,9.441913403652212,14.56619905880899,Proportion
1,43,c_overweight,3.014058536122911,1.6885490347151693,4.339568037530653,Proportion
1,44,c_stunting,40.79854005143333,36.46993741395071,45.12714268891595,Proportion
1,44,c_underweight,28.96317510143093,24.893972738815464,33.032377464046405,Proportion
1,44,c_wasting,14.260606243357737,11.109231958693446,17.41198052802203,Proportion
1,44,c_overweight,2.9801241838601884,1.4794593126627569,4.4807890550576195,Proportion
1,45,c_stunting,40.25606362893524,35.99523806645904,44.51688919141144,Proportion
1,45,c_underweight,31.97673746905773,28.044368033953482,35.90910690416198,Proportion
1,45,c_wasting,12.752915031444356,9.938823456524196,15.567006606364517,Proportion
1,45,c_overweight,2.9870045754848147,1.5897169796589166,4.384292171310713,Proportion
1,46,c_stunting,40.946084237827876,36.45907158085052,45.43309689480524,Proportion
1,46,c_underweight,31.304066958880128,27.14074489026493,35.46738902749533,Proportion
1,46,c_wasting,13.885077246075909,10.903151346243089,16.867003145908726,Proportion
1,46,c_overweight,1.561847260852645,0.5416658986903593,2.5820286230149305,Proportion
1,47,c_stunting,42.71685375218354,38.50313230394633,46.930575200420755,Proportion
1,47,c_underweight,32.79218201903381,28.8948531564876,36.68951088158002,Proportion
1,47,c_wasting,15.341548881634104,12.298270123270354,18.38482763999785,Proportion
1,47,c_overweight,2.9511403585554308,1.6334405344349416,4.268840182675921,Proportion
1,48,c_stunting,36.787782175691305,32.71841023357887,40.857154117803745,Proportion
1,48,c_underweight,30.82676398766723,26.895140721789794,34.75838725354467,Proportion
1,48,c_wasting,14.639174755131956,11.629909976869385,17.648439533394527,Proportion
1,48,c_overweight,2.1742355016647865,1.0585701840989477,3.2899008192306254,Proportion
1,49,c_stunting,32.556325160628134,28.62948119420281,36.48316912705346,Proportion
1,49,c_underweight,28.067298933309303,24.25077139282987,31.88382647378874,Proportion
1,49,c_wasting,17.666931541320242,14.51116885035033,20.82269423229015,Proportion
1,49,c_overweight,3.000429654440336,1.6523397960063129,4.3485195128743594,Proportion
1,50,c_stunting,34.318797101477685,30.33734887974485,38.300245323210525,Proportion
1,50,c_underweight,27.584089681598723,23.682176185969467,31.48600317722798,Proportion
1,50,c_wasting,14.003690803194639,10.84506995641695,17.162311649972324,Proportion
1,50,c_overweight,2.860270833424936,1.5780325025710833,4.142509164278789,Proportion
1,51,c_stunting,36.2147706810478,32.21761594765016,40.211925414445446,Proportion
1,51,c_underweight,28.90881985147839,25.042641538047484,32.7749981649093,Proportion
1,51,c_wasting,13.372295854567826,10.340360109327303,16.404231599808348,Proportion
1,51,c_overweight,3.1433567396121997,1.7712350209352739,4.515478458289126,Proportion
1,52,c_stunting,33.808522058293995,29.921615182436966,37.69542893415102,Proportion
1,52,c_underweight,28.22880275034955,24.590429340378112,31.86717616032099,Proportion
1,52,c_wasting,12.62069691721878,9.845986588401233,15.395407246036324,Proportion
1,52,c_overweight,2.2881726242260316,1.0797794602853228,3.496565788166741,Proportion
1,53,c_stunting,37.26766449604844,33.52628712281648,41.009041869280395,Proportion
1,53,c_underweight,30.257128116371216,26.7822456543654,33.732010578377036,Proportion
1,53,c_wasting,14.087472376157168,11.296701816809607,16.87824293550473,Proportion
1,53,c_overweight,2.1736290670493057,0.9729358076764949,3.3743223264221167,Proportion
1,54,c_stunting,36.63039880082171,32.93858264973996,40.322214951903455,Proportion
1,54,c_underweight,29.397183277130086,25.93497263198597,32.8593939222742,Proportion
1,54,c_wasting,14.576274445326417,11.823227806284558,17.329321084368278,Proportion
1,54,c_overweight,3.154336290411466,1.770215715772895,4.538456865050036,Proportion
1,55,c_stunting,35.00911244484585,31.07819180034408,38.940033089347615,Proportion
1,55,c_underweight,30.34610498936427,26.542638259022432,34.14957171970611,Proportion
1,55,c_wasting,14.728582016039123,11.914591575855704,17.542572456222544,Proportion
1,55,c_overweight,2.1848206623687574,1.033250629726353,3.3363906950111613,Proportion
1,56,c_stunting,40.53107861585302,36.33992733858302,44.722229893123014,Proportion
1,56,c_underweight,32.04862055889672,28.128929512386954,35.96831160540649,Proportion
1,56,c_wasting,15.509469645439983,12.479101372702441,18.539837918177525,Proportion
1,56,c_overweight,1.936004641073507,0.9297019759994181,2.9423073061475957,Proportion
1,57,c_stunting,40.8491733994953,36.64350517652959,45.05484162246101,Proportion
1,57,c_underweight,30.18423895614651,26.266585463072712,34.10189244922031,Proportion
1,57,c_wasting,10.274482792181256,7.734103699632374,12.814861884730139,Proportion
1,57,c_overweight,2.3648049648087874,1.2255350697809315,3.504074859836643,Proportion
1,58,c_stunting,42.84075298657957,38.493858755059485,47.18764721809965,Proportion
1,58,c_underweight,39.61446554167009,35.28374438000943,43.945186703330755,Proportion
1,58,c_wasting,16.553166383952657,13.214038396523156,19.892294371382153,Proportion
1,58,c_overweight,2.8838980079685697,1.4445132295152956,4.323282786421843,Proportion
1,59,c_stunting,44.36594613185012,40.2297416773034,48.50215058639684,Proportion
1,59,c_underweight,37.575213380247334,33.64293353199779,41.50749322849688,Proportion
1,59,c_wasting,14.365583838660609,11.570843619055212,17.160324058266006,Proportion
1,59,c_overweight,2.238116899810728,1.0396568259955676,3.4365769736258884,Proportion
2,0,c_stunting,25.848966381058048,19.187395788400885,32.51053697371521,Proportion
2,0,c_underweight,24.3220292234953,17.594866724458925,31.049191722531678,Proportion
2,0,c_wasting,29.649933381443322,24.831135211938154,34.46873155094849,Proportion
2,0,c_overweight,6.121287258204073,4.115284214139179,8.127290302268966,Proportion
2,1,c_stunting,27.891882991589224,24.175764306933026,31.608001676245422,Proportion
2,1,c_underweight,29.490941889230537,24.209120876500346,34.77276290196073,Proportion
2,1,c_wasting,29.945449525097096,24.605994201307954,35.284904848886235,Proportion
2,1,c_overweight,9.343169329717881,7.196353955929538,11.489984703506224,Proportion
2,2,c_stunting,26.659851258182947,23.433759745292466,29.88594277107343,Proportion
2,2,c_underweight,29.370049095469554,26.017674931043562,32.72242325989554,Proportion
2,2,c_wasting,25.269197982877213,22.103476939789797,28.43491902596463,Proportion
2,2,c_overweight,10.203272930656851,7.847539365920062,12.559006495393641,Proportion
2,3,c_stunting,21.613895256165783,18.74668151721099,24.481108995120575,Proportion
2,3,c_underweight,26.732745754666297,23.739198197859814,29.726293311472784,Proportion
2,3,c_wasting,25.411090229468563,22.339177633732476,28.48300282520465,Proportion
2,3,c_overweight,6.3697244088092075,4.69321553875894,8.046233278859475,Proportion
2,4,c_stunting,20.16582831175232,17.35137854280606,22.98027808069858,Proportion
2,4,c_underweight,24.738744297406097,21.766626814008788,27.710861780803402,Proportion
2,4,c_wasting,25.09626363789272,22.136453703948817,28.05607357183662,Proportion
2,4,c_overweight,4.465760395312017,3.061198585835503,5.870322204788532,Proportion
2,5,c_stunting,18.580861798367568,15.687088602186241,21.474634994548893,Proportion
2,5,c_underweight,23.78187262742888,20.526136294852893,27.037608960004867,Proportion
2,5,c_wasting,26.379132068674068,22.974022854222593,29.78424128312554,Proportion
2,5,c_overweight,2.940963892623785,1.9075772985412778,3.974350486706293,Proportion
2,6,c_stunting,20.61841812497767,17.51618434858137,23.72065190137397,Proportion
2,6,c_underweight,18.810350981570068,16.05215483640449,21.568547126735645,Proportion
2,6,c_wasting,22.316768388203855,19.12883932852126,25.50469744788645,Proportion
2,6,c_overweight,3.9887095394138794,2.44695983952275,5.530459239305009,Proportion
2,7,c_stunting,20.980291351050877,17.814217172054867,24.146365530046882,Proportion
2,7,c_underweight,23.13994075387731,19.318355769162544,26.961525738592073,Proportion
2,7,c_wasting,19.67994706195551,16.090977419581055,23.268916704329968,Proportion
2,7,c_overweight,4.1937442055470395,2.764115552101229,5.623372858992851,Proportion
2,8,c_stunting,24.4132125269581,20.651045989701764,28.17537906421444,Proportion
2,8,c_underweight,21.779966299229468,18.217416238375534,25.3425163600834,Proportion
2,8,c_wasting,23.677054783832254,20.02979963405231,27.324309933612202,Proportion
2,8,c_overweight,3.5817655006384888,2.035175239367497,5.128355761909481,Proportion
2,9,c_stunting,23.081569540894332,19.60509446519676,26.558044616591904,Proportion
2,9,c_underweight,22.46906293612101,19.059837009151455,25.878288863090564,Proportion
2,9,c_wasting,19.63208457746959,16.374769729970826,22.889399424968357,Proportion
2,9,c_overweight,3.13080030012269,1.5669356689938538,4.694664931251526,Proportion
2,10,c_stunting,23.004100448856285,19.471126403329215,26.537074494383354,Proportion
2,10,c_underweight,21.162909856054956,17.733873397111577,24.591946314998335,Proportion
2,10,c_wasting,20.555305823475063,17.067251766751706,24.043359880198416,Proportion
2,10,c_overweight,3.9250787262965416,2.592991500799519,5.2571659517935645,Proportion
2,11,c_stunting,27.567062077731602,23.969206304721965,31.16491785074124,Proportion
2,11,c_underweight,26.009384227575772,22.48619112648912,29.532577328662423,Proportion
2,11,c_wasting,19.3023714235113,16.248851632788874,22.355891214233726,Proportion
2,11,c_overweight,3.4168545022052763,2.0523571991376928,4.78135180527286,Proportion
2,12,c_stunting,27.220464850271874,23.907591747444044,30.533337953099704,Proportion
2,12,c_underweight,25.58749695181658,22.088269834403523,29.086724069229636,Proportion
2,12,c_wasting,20.387464464697477,17.086440954074515,23.68848797532044,Proportion
2,12,c_overweight,2.6098108810122143,1.4659092038367416,3.7537125581876865,Proportion
2,13,c_stunting,31.92233907911065,28.495023153997796,35.34965500422351,Proportion
2,13,c_underweight,23.79590944459323,20.510754896590004,27.081063992596466,Proportion
2,13,c_wasting,15.544243733743007,12.783062806075375,18.30542466141064,Proportion
2,13,c_overweight,2.626048913994005,1.318871077755667,3.933226750232343,Proportion
2,14,c_stunting,33.904164048128926,30.389099891919834,37.41922820433802,Proportion
2,14,c_underweight,24.397578154024355,21.292454403431847,27.502701904616867,Proportion
2,14,c_wasting,16.972925923571722,14.206720680214238,19.739131166929205,Proportion
2,14,c_overweight,2.8472350092857925,1.6106328926151179,4.083837125956467,Proportion
2,15,c_stunting,35.02602142942788,31.494755819287114,38.55728703956864,Proportion
2,15,c_underweight,24.32232026640507,21.334540132745264,27.310100400064886,Proportion
2,15,c_wasting,17.559139771508995,15.044571134748102,20.07370840826989,Proportion
2,15,c_overweight,1.5918941726424247,0.6908081837006876,2.4929801615841614,Proportion
2,16,c_stunting,36.61048385051409,33.08364014241826,40.137327558609925,Proportion
2,16,c_underweight,25.855463802052135,22.70415710970048,29.006770494403796,Proportion
2,16,c_wasting,16.379673924390527,13.668662443481812,19.090685405299244,Proportion
2,16,c_overweight,1.480410688008745,0.7668043652817783,2.194017010735712,Proportion
2,17,c_stunting,42.10533904196602,38.01767352165965,46.19300456227239,Proportion
2,17,c_underweight,27.135200964613578,23.73017034308316,30.540231586143996,Proportion
2,17,c_wasting,16.59092742991358,13.893496357200341,19.288358502626817,Proportion
2,17,c_overweight,2.336450365925294,1.154465151674919,3.5184355801756695,Proportion
2,18,c_stunting,38.132083410953136,34.14683496901859,42.11733185288769,Proportion
2,18,c_underweight,26.292317569575964,22.91350103390623,29.671134105245695,Proportion
2,18,c_wasting,16.976368342981754,14.256289749591854,19.696446936371654,Proportion
2,18,c_overweight,2.3352649888965358,1.3194159980103992,3.3511139797826717,Proportion
2,19,c_stunting,47.104871331625745,43.12834684079224,51.08139582245925,Proportion
2,19,c_underweight,29.313567288515625,25.77028601633814,32.85684856069311,Proportion
2,19,c_wasting,14.147091753262856,11.611837509462594,16.682345997063116,Proportion
2,19,c_overweight,2.353138245196912,1.129252466155229,3.5770240242385944,Proportion
2,20,c_stunting,38.371804581302754,34.42172852479515,42.32188063781036,Proportion
2,20,c_underweight,27.29549558425312,23.80105396429241,30.789937204213828,Proportion
2,20,c_wasting,15.477907509422078,12.706411674325041,18.249403344519116,Proportion
2,20,c_overweight,2.217988908678168,1.1650427344038403,3.270935082952496,Proportion
2,21,c_stunting,47.54388108148177,43.44323187196588,51.64453029099766,Proportion
2,21,c_underweight,33.3749769373734,29.493389795345387,37.25656407940141,Proportion
2,21,c_wasting,13.571634176616284,10.901781357809103,16.241486995423468,Proportion
2,21,c_overweight,2.5667951446631596,1.0405372404428153,4.093053048883504,Proportion
2,22,c_stunting,42.80639071229291,38.886885123453894,46.72589630113192,Proportion
2,22,c_underweight,32.63657591629136,28.85697517546732,36.416176657115415,Proportion
2,22,c_wasting,19.09579966212121,15.781366938255387,22.410232385987033,Proportion
2,22,c_overweight,2.0333596679291577,0.7982633026457137,3.2684560332126016,Proportion
2,23,c_stunting,43.95013397965754,39.87198463723312,48.02828332208195,Proportion
2,23,c_underweight,32.29534737542484,28.60298364240953,35.987711108440145,Proportion
2,23,c_wasting,14.806224566907467,12.01025472369511,17.60219441011982,Proportion
2,23,c_overweight,3.2174541941540853,0.4201229907665239,6.014785397541647,Proportion
2,24,c_stunting,34.8694296085991,30.983703163831088,38.7551560533671,Proportion
2,24,c_underweight,26.513099643104216,23.110843185802548,29.915356100405884,Proportion
2,24,c_wasting,18.54701700339958,15.63693266447586,21.4571013423233,Proportion
2,24,c_overweight,2.0469056433225608,1.0271899433490101,3.066621343296111,Proportion
2,25,c_stunting,34.73695717368043,31.216944946498593,38.256969400862275,Proportion
2,25,c_underweight,26.94962255791203,23.76333584351213,30.135909272311928,Proportion
2,25,c_wasting,16.482218734835126,13.78433078491486,19.180106684755394,Proportion
2,25,c_overweight,2.1675290694842224,1.1892755739056655,3.1457825650627798,Proportion
2,26,c_stunting,33.74596070095672,30.327420040102638,37.16450136181081,Proportion
2,26,c_underweight,26.87128654930721,23.644625970962977,30.09794712765144,Proportion
2,26,c_wasting,15.469945415393937,12.824579087849253,18.115311742938623,Proportion
2,26,c_overweight,1.2702962449470054,0.5800102112268416,1.9605822786671694,Proportion
2,27,c_stunting,37.35794633072457,33.56063489054959,41.15525777089955,Proportion
2,27,c_underweight,28.487846034939214,25.116080493282723,31.859611576595704,Proportion
2,27,c_wasting,15.066364672396176,12.448357154640235,17.684372190152118,Proportion
2,27,c_overweight,1.4104291367253627,0.6241657859677449,2.1966924874829807,Proportion
2,28,c_stunting,34.668479485748414,31.25832793012356,38.078631041373264,Proportion
