term,Stunting,Underweight,Wasting
sum_e1_d,"0.89 (0.87, 0.92)","0.95 (0.93, 0.98)","0.95 (0.92, 0.99)"
sum_e2_d,"0.95 (0.92, 0.99)","0.96 (0.92, 1)","0.89 (0.84, 0.94)"
